image,label
D:/Study/code/archive/CamVid/val/0006R0_f01050.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01050_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f02310.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f02310_L.png
D:/Study/code/archive/CamVid/val/0016E5_01410.png,D:/Study/code/archive/CamVid/val_labels/0016E5_01410_L.png
D:/Study/code/archive/CamVid/val/0016E5_01350.png,D:/Study/code/archive/CamVid/val_labels/0016E5_01350_L.png
D:/Study/code/archive/CamVid/val/0006R0_f03390.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f03390_L.png
D:/Study/code/archive/CamVid/val/0016E5_06930.png,D:/Study/code/archive/CamVid/val_labels/0016E5_06930_L.png
D:/Study/code/archive/CamVid/val/0016E5_04740.png,D:/Study/code/archive/CamVid/val_labels/0016E5_04740_L.png
D:/Study/code/archive/CamVid/val/0016E5_02220.png,D:/Study/code/archive/CamVid/val_labels/0016E5_02220_L.png
D:/Study/code/archive/CamVid/val/0016E5_08047.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08047_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f03810.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f03810_L.png
D:/Study/code/archive/CamVid/val/0001TP_009870.png,D:/Study/code/archive/CamVid/val_labels/0001TP_009870_L.png
D:/Study/code/archive/CamVid/val/0016E5_07991.png,D:/Study/code/archive/CamVid/val_labels/0016E5_07991_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01290.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01290_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01080.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01080_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f03210.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f03210_L.png
D:/Study/code/archive/CamVid/val/0016E5_06240.png,D:/Study/code/archive/CamVid/val_labels/0016E5_06240_L.png
D:/Study/code/archive/CamVid/val/0006R0_f01950.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f01950_L.png
D:/Study/code/archive/CamVid/val/0016E5_08091.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08091_L.png
D:/Study/code/archive/CamVid/val/0006R0_f02820.png,D:/Study/code/archive/CamVid/val_labels/0006R0_f02820_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f00180.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f00180_L.png
D:/Study/code/archive/CamVid/val/0016E5_08145.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08145_L.png
D:/Study/code/archive/CamVid/val/0016E5_08149.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08149_L.png
D:/Study/code/archive/CamVid/val/0016E5_08089.png,D:/Study/code/archive/CamVid/val_labels/0016E5_08089_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f01470.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f01470_L.png
D:/Study/code/archive/CamVid/val/Seq05VD_f01710.png,D:/Study/code/archive/CamVid/val_labels/Seq05VD_f01710_L.png
